sample_date,state,location_type,water_source,season,ph,turbidity_ntu,tds_mg_l,dissolved_oxygen_mg_l,bod_mg_l,fecal_coliform_mpn,total_coliform_mpn,nitrate_mg_l,fluoride_mg_l,chloride_mg_l,hardness_mg_l,temperature_c,arsenic_ug_l,iron_mg_l,population_served,sanitation_access_percent,cholera_outbreak,typhoid_outbreak,dysentery_outbreak,hepatitis_a_outbreak,overall_outbreak
2024-02-10,Mizoram,Rural,Well,Monsoon,6.3,59.11,355.0,7.44,0.99,101.4,201.2,9.94,0.866,73.1,18.9,25.0,2.91,1.154,100,80,1,1,0,1,1
2023-08-19,Sikkim,Rural,Stream,Monsoon,6.94,150.0,281.4,7.34,0.5,78.6,127.4,19.91,0.101,85.2,89.2,21.9,4.86,0.33,2000,60,0,1,0,1,1
2023-10-29,Meghalaya,Rural,Well,Post-Monsoon,6.55,8.0,349.0,5.13,0.87,15.9,47.7,9.03,0.176,1.0,179.5,24.9,0.5,0.333,500,80,0,0,0,0,0
2024-10-05,Meghalaya,Rural,Well,Monsoon,6.76,2.7,589.3,6.75,0.5,188.8,337.0,23.06,1.132,1.0,93.7,27.9,14.2,0.233,500,60,1,1,0,0,1
2023-04-01,Mizoram,Rural,Stream,Monsoon,6.77,44.3,92.8,5.49,6.33,52.2,133.3,7.18,0.076,1.0,17.0,27.7,0.45,2.066,200,80,1,0,0,0,1
2023-07-16,Meghalaya,Rural,River,Monsoon,4.72,3.78,694.6,7.08,1.19,13.4,32.6,9.47,0.315,29.4,95.0,26.0,0.73,0.142,50,40,0,0,0,1,1
2024-10-13,Tripura,Rural,River,Winter,5.92,21.22,413.2,3.59,0.5,88.8,230.8,27.9,0.01,45.4,127.2,18.7,3.67,0.572,50,60,0,0,1,0,1
2024-12-15,Assam,Rural,Well,Monsoon,6.26,3.61,373.3,3.85,2.9,1.8,4.8,10.21,1.034,44.2,74.6,22.0,5.78,0.524,200,80,0,0,0,0,0
2023-06-02,Manipur,Rural,Well,Monsoon,4.89,22.87,425.1,5.34,3.89,86.1,152.7,22.23,0.09,1.0,108.4,23.7,10.43,1.427,200,80,0,1,0,1,1
2024-06-23,Tripura,Rural,Stream,Pre-Monsoon,7.89,7.19,412.5,7.24,1.97,29.7,47.6,11.81,0.035,43.8,91.9,23.6,15.96,0.01,100,100,0,0,0,0,0
2023-11-11,Mizoram,Rural,River,Monsoon,6.71,17.96,288.7,3.95,3.97,108.4,312.6,17.56,0.484,65.7,63.0,25.9,2.85,0.099,2000,80,1,1,1,1,1
2023-06-30,Mizoram,Rural,River,Pre-Monsoon,7.27,5.91,296.5,1.89,3.7,37.1,59.5,6.63,0.014,82.3,22.3,34.9,5.56,0.147,100,20,0,0,0,0,0
2023-12-17,Assam,Rural,River,Post-Monsoon,6.61,9.34,466.6,4.27,0.5,15.6,27.2,38.39,0.505,1.0,73.6,27.8,2.86,1.599,500,60,0,0,0,0,0
2024-10-06,Manipur,Urban,Rainwater,Monsoon,7.85,24.17,251.7,5.44,8.54,9.0,16.8,12.76,0.029,32.8,114.0,25.6,1.54,0.211,50,40,0,1,0,0,1
2024-02-16,Mizoram,Rural,River,Monsoon,5.07,2.66,149.2,3.33,2.83,92.9,243.5,19.59,0.385,77.6,24.5,28.1,3.28,3.628,5000,40,1,1,1,1,1
2024-05-21,Meghalaya,Rural,River,Pre-Monsoon,7.64,20.35,332.5,5.05,1.13,65.1,190.2,11.37,0.601,64.1,62.8,29.9,12.88,0.222,100,60,0,0,0,1,1
2024-12-14,Assam,Rural,Well,Post-Monsoon,5.39,0.2,391.6,7.64,7.82,19.6,43.5,17.3,0.278,1.0,95.7,28.2,12.09,0.472,100,40,0,0,0,0,0
2024-09-09,Assam,Rural,Hand Pump,Post-Monsoon,6.15,2.93,473.8,6.52,0.95,4.1,9.7,12.51,0.066,9.2,54.6,25.2,39.14,0.378,1000,60,0,0,0,0,0
2023-11-17,Tripura,Rural,Spring,Monsoon,6.47,8.31,565.6,7.53,1.97,190.0,370.6,24.15,0.103,1.0,14.8,27.4,2.15,0.531,100,40,1,1,1,1,1
2023-06-12,Meghalaya,Rural,Stream,Pre-Monsoon,6.43,8.53,157.6,6.85,0.5,31.5,71.3,37.54,0.354,32.0,96.4,25.5,2.9,0.376,5000,20,0,0,0,1,1
2023-02-14,Tripura,Rural,Hand Pump,Monsoon,6.06,10.45,491.1,6.02,4.15,68.2,201.7,12.42,0.182,48.6,150.0,30.7,4.29,1.868,500,20,0,1,0,1,1
2024-03-03,Assam,Urban,Hand Pump,Pre-Monsoon,6.26,1.94,568.7,1.39,2.25,24.0,52.9,0.45,0.075,50.7,67.1,24.3,8.11,0.588,50,60,0,0,0,0,0
2024-05-10,Arunachal Pradesh,Rural,Stream,Pre-Monsoon,6.73,4.62,479.6,8.88,0.5,55.3,138.5,11.96,0.344,17.8,155.7,27.1,9.24,0.035,2000,80,0,0,0,0,0
2024-11-17,Assam,Rural,River,Post-Monsoon,7.71,21.04,346.4,8.94,0.5,9.0,20.3,17.56,0.449,50.6,30.5,27.5,25.56,1.999,50,60,0,0,0,0,0
2023-09-28,Assam,Rural,Well,Monsoon,5.98,7.73,661.4,7.66,2.34,38.2,75.4,13.18,0.04,54.5,126.6,26.6,1.9,0.01,50,60,0,0,0,0,0
2024-10-16,Tripura,Rural,River,Monsoon,6.12,122.04,779.0,8.51,0.53,22.4,60.2,6.38,0.367,51.9,96.3,25.3,5.96,0.145,100,20,0,0,0,0,0
2024-03-15,Tripura,Rural,Spring,Pre-Monsoon,4.51,6.28,471.4,8.61,1.22,12.1,24.0,10.06,0.126,48.0,18.3,26.9,6.72,0.449,500,40,0,0,0,0,0
2024-09-12,Assam,Urban,Hand Pump,Pre-Monsoon,5.97,1.77,431.3,6.03,3.06,8.3,15.7,7.89,0.925,33.6,83.0,21.6,22.14,1.552,100,100,0,0,0,0,0
2023-07-21,Assam,Rural,Hand Pump,Monsoon,5.85,7.03,324.1,4.95,1.26,167.5,256.8,11.57,0.276,63.3,10.0,26.6,17.12,1.103,100,40,1,0,1,1,1
2023-04-09,Assam,Rural,Hand Pump,Monsoon,6.23,11.84,50.0,8.85,2.02,32.1,91.9,37.66,0.436,48.5,147.3,25.4,7.17,0.736,50,80,0,0,0,0,0
2024-04-27,Manipur,Rural,Hand Pump,Winter,6.38,13.66,377.6,5.12,2.41,49.6,85.8,14.18,0.298,1.0,150.0,28.0,9.62,0.389,500,60,0,0,0,0,0
2023-10-05,Mizoram,Rural,Pond,Monsoon,5.87,22.98,464.6,7.07,0.72,121.5,226.5,25.98,0.01,47.9,189.4,24.6,8.28,0.237,1000,100,1,1,1,0,1
2023-01-23,Tripura,Rural,Stream,Pre-Monsoon,6.03,3.32,67.9,7.83,4.11,14.4,34.1,9.03,0.816,69.0,74.2,29.3,23.01,0.032,50,100,0,0,0,0,0
2023-12-01,Manipur,Rural,Hand Pump,Monsoon,8.02,1.07,593.0,7.24,2.64,8.8,16.3,27.67,0.133,9.1,86.7,22.2,0.74,0.901,50,40,0,0,0,0,0
2023-07-17,Manipur,Rural,Hand Pump,Post-Monsoon,7.44,2.39,378.9,3.85,0.5,5.0,8.9,13.88,0.423,70.4,59.0,22.8,15.44,0.75,50,40,0,0,0,0,0
2024-11-16,Assam,Rural,Spring,Winter,5.56,1.66,406.1,9.07,2.19,9.8,25.3,23.99,0.461,47.1,62.1,18.5,6.95,0.582,100,60,0,0,0,0,0
2023-02-20,Sikkim,Urban,Pond,Winter,7.46,36.66,244.1,2.74,2.42,65.3,130.4,23.78,0.836,101.2,66.2,19.1,1.1,1.542,50,20,1,1,1,1,1
2023-11-05,Mizoram,Rural,Hand Pump,Monsoon,6.61,16.03,705.1,7.13,0.75,18.6,54.5,11.83,0.342,30.7,176.3,24.2,10.32,0.529,100,100,0,0,0,0,0
2023-07-20,Assam,Rural,Stream,Winter,6.65,8.83,447.9,7.05,1.38,8.0,22.1,33.01,2.496,29.2,50.9,17.0,0.91,0.072,100,80,0,0,0,0,0
2023-10-12,Assam,Rural,Well,Pre-Monsoon,6.45,5.53,572.0,4.77,2.75,94.9,197.0,11.94,0.072,25.9,119.3,34.4,0.73,0.932,200,80,0,1,0,0,1
2024-08-14,Assam,Rural,Spring,Monsoon,5.28,2.65,50.0,8.07,3.85,77.3,200.5,12.5,0.201,17.8,67.5,23.0,3.29,0.858,50,20,0,0,0,0,0
2024-10-08,Assam,Rural,Spring,Post-Monsoon,5.32,4.79,472.2,5.77,0.5,14.4,41.3,29.02,0.033,1.0,72.4,21.9,5.95,1.395,100,40,0,0,0,0,0
2023-08-17,Manipur,Rural,Spring,Post-Monsoon,6.16,1.65,606.1,9.69,3.6,39.9,89.5,16.63,0.108,28.0,70.3,23.2,2.0,3.543,200,20,0,0,0,0,0
2024-04-18,Tripura,Urban,Stream,Pre-Monsoon,8.19,3.58,381.8,8.29,8.52,31.0,89.0,3.88,1.286,1.0,161.2,28.9,13.43,0.93,200,80,0,0,0,0,0
2023-10-19,Mizoram,Rural,Hand Pump,Pre-Monsoon,6.72,5.45,200.9,5.71,5.13,18.3,32.4,9.75,0.966,78.4,62.4,26.1,15.84,0.602,1000,20,0,0,0,0,0
2023-07-30,Manipur,Rural,River,Winter,8.22,4.35,408.0,6.43,1.38,67.2,129.5,9.02,1.436,62.4,65.0,16.7,0.88,0.091,200,20,0,0,0,1,1
2024-05-10,Nagaland,Rural,Well,Pre-Monsoon,7.19,0.16,482.6,7.74,2.32,175.7,495.5,18.99,0.701,1.0,10.0,28.3,13.05,1.643,2000,60,0,1,1,1,1
2024-11-16,Manipur,Rural,Well,Winter,7.33,2.03,333.2,3.18,2.96,7.7,13.6,21.39,0.516,50.1,20.5,21.0,1.01,1.489,1000,80,0,0,0,0,0
2023-06-17,Assam,Rural,Stream,Post-Monsoon,6.15,25.04,1011.8,7.33,1.97,23.2,44.3,11.29,0.283,72.1,134.1,27.1,11.03,1.353,500,20,0,0,0,0,0
2024-10-03,Meghalaya,Rural,River,Monsoon,6.3,15.02,187.0,5.94,0.6,59.0,157.3,18.97,0.058,1.0,52.7,27.1,0.03,0.389,100,40,0,1,0,0,1
2023-05-22,Nagaland,Rural,Stream,Monsoon,6.14,35.6,384.0,8.54,5.73,9.1,22.7,28.61,0.072,1.0,152.2,27.0,6.72,0.034,200,40,0,1,0,1,1
2023-03-11,Assam,Rural,Well,Monsoon,5.22,4.92,225.7,5.63,0.5,197.7,574.4,9.33,0.354,77.8,65.7,27.7,11.5,1.392,50,20,1,1,1,1,1
2023-07-05,Assam,Rural,River,Monsoon,7.38,14.19,180.3,5.26,0.78,15.1,31.3,51.53,0.92,24.8,51.5,25.1,1.75,0.589,500,40,0,0,0,1,1
2024-03-31,Arunachal Pradesh,Rural,Spring,Pre-Monsoon,6.44,4.51,497.5,6.3,0.69,2.9,6.5,7.2,0.083,34.4,89.4,28.1,1.54,0.151,50,20,0,0,0,0,0
2024-08-20,Manipur,Urban,Stream,Monsoon,5.98,13.13,525.8,8.72,1.56,17.9,36.2,7.03,0.489,1.0,114.6,26.7,3.65,0.182,100,40,0,0,0,0,0
2024-11-19,Assam,Rural,Pond,Monsoon,7.79,3.72,150.2,2.86,1.76,703.5,2044.1,7.92,0.029,1.0,109.3,26.7,4.88,0.754,200,60,1,1,1,1,1
2023-06-28,Manipur,Rural,Stream,Monsoon,5.96,79.75,708.7,5.94,0.6,98.2,209.5,6.57,0.098,1.0,192.0,26.5,18.79,0.659,50,80,1,1,0,1,1
2024-10-18,Mizoram,Rural,Hand Pump,Pre-Monsoon,6.31,0.42,362.4,5.23,2.15,6.1,14.6,7.81,0.184,62.5,112.2,24.8,1.45,1.108,100,80,0,0,0,0,0
2024-04-18,Meghalaya,Rural,Stream,Monsoon,4.99,72.34,208.3,5.84,2.44,185.9,431.7,6.18,0.157,12.7,49.1,24.1,1.1,0.169,5000,20,1,1,1,1,1
2023-07-13,Assam,Rural,Stream,Monsoon,5.78,16.04,303.7,5.59,0.5,1.4,3.6,9.54,0.288,10.1,122.8,27.9,3.42,0.208,1000,100,0,0,0,0,0
2023-07-16,Arunachal Pradesh,Rural,Stream,Monsoon,5.89,8.36,410.9,9.22,4.44,213.7,516.2,7.05,0.525,43.5,112.6,26.7,2.0,0.278,100,20,1,1,1,1,1
2024-06-02,Meghalaya,Rural,Hand Pump,Monsoon,6.62,44.74,179.5,9.27,1.28,0.9,2.0,20.47,1.238,1.0,159.7,23.4,0.58,0.513,100,100,0,0,0,0,0
2023-02-01,Assam,Rural,Rainwater,Winter,7.3,1.99,279.1,6.47,2.42,1.1,2.9,11.49,0.463,69.1,39.1,15.2,18.61,0.377,5000,60,0,0,0,0,0
2024-05-15,Tripura,Rural,River,Winter,6.45,9.69,485.8,6.58,0.62,64.0,138.6,7.72,0.328,17.3,123.3,20.4,11.57,0.288,2000,40,0,0,0,1,1
2023-09-01,Manipur,Rural,Hand Pump,Monsoon,6.49,105.73,520.8,8.37,4.54,196.9,464.5,79.94,0.392,1.0,76.6,24.6,30.53,1.431,100,80,1,1,1,1,1
2023-11-20,Assam,Rural,Stream,Monsoon,6.64,105.95,128.1,9.26,2.51,41.0,78.2,7.18,0.197,85.1,22.4,28.8,8.61,1.166,500,40,0,0,0,1,1
2024-03-24,Assam,Rural,Spring,Monsoon,6.71,24.86,548.6,8.72,0.5,186.3,431.6,33.59,0.529,83.4,82.0,27.2,23.51,1.248,2000,40,1,1,1,1,1
2023-05-13,Assam,Rural,Spring,Monsoon,5.36,26.69,356.3,6.76,2.83,166.4,296.8,52.76,0.13,11.6,159.9,23.8,1.11,0.842,200,80,1,1,1,0,1
2024-11-15,Sikkim,Rural,Spring,Winter,6.15,1.5,362.2,5.72,1.67,64.2,180.4,11.53,0.546,42.4,101.0,12.0,0.16,0.826,100,40,0,0,0,0,0
2024-05-24,Assam,Rural,Spring,Post-Monsoon,5.45,2.47,398.7,8.76,1.26,73.1,185.3,6.41,0.13,79.6,112.2,25.0,19.49,0.494,2000,20,0,0,0,0,0
2023-07-22,Nagaland,Rural,Pond,Monsoon,6.96,71.1,328.1,6.29,4.16,184.2,456.9,6.1,0.098,54.6,95.5,24.0,3.75,2.328,500,40,1,1,1,1,1
2024-09-15,Arunachal Pradesh,Rural,River,Post-Monsoon,6.77,2.9,154.2,7.02,0.91,26.4,52.5,12.01,1.888,23.1,27.4,21.8,15.79,0.561,50,80,0,0,0,0,0
2023-06-03,Assam,Rural,Well,Winter,7.57,0.41,158.2,8.08,1.34,57.0,109.9,10.68,0.763,68.7,68.0,13.9,1.94,0.595,100,60,0,0,0,0,0
2024-02-02,Sikkim,Rural,Spring,Monsoon,5.78,9.6,247.6,7.69,2.03,118.9,299.7,26.28,0.151,11.9,117.4,21.5,12.24,1.337,100,40,1,1,1,1,1
2024-09-01,Arunachal Pradesh,Rural,Stream,Winter,7.75,20.96,359.1,7.33,4.5,21.1,44.7,6.66,0.838,1.0,107.5,14.3,0.79,0.316,100,40,0,0,0,0,0
2023-08-24,Arunachal Pradesh,Rural,River,Post-Monsoon,7.53,8.89,515.1,7.26,1.1,107.7,314.5,14.17,0.615,20.0,140.1,23.1,1.07,0.098,200,20,1,1,0,0,1
2023-03-22,Assam,Rural,Well,Monsoon,6.6,9.16,360.9,5.96,0.99,33.7,68.6,25.17,0.955,4.5,96.9,23.9,13.3,0.515,200,40,0,0,0,0,0
2024-06-10,Nagaland,Rural,Spring,Post-Monsoon,5.7,3.19,248.7,6.61,1.91,9.8,19.9,42.9,0.4,55.2,84.3,31.5,4.86,0.669,50,60,0,0,0,0,0
2023-02-23,Manipur,Rural,Hand Pump,Monsoon,5.18,0.84,360.6,7.12,6.49,7.2,19.6,7.08,0.596,71.7,148.8,27.6,1.98,1.171,100,80,0,0,0,0,0
2023-07-08,Sikkim,Rural,Stream,Monsoon,5.75,37.09,173.3,7.64,2.82,11.4,18.3,10.47,0.106,25.5,66.6,27.6,10.82,0.379,200,60,0,0,0,0,0
2024-05-29,Assam,Rural,Stream,Post-Monsoon,6.96,3.4,461.2,3.85,4.57,48.4,130.4,22.29,0.173,1.0,168.3,28.7,2.73,1.269,500,80,0,0,0,0,0
2023-11-21,Manipur,Rural,Pond,Winter,6.2,6.21,299.2,5.03,2.09,21.9,34.2,20.33,0.749,55.4,128.5,14.3,4.02,0.601,200,60,0,0,0,0,0
2024-10-03,Meghalaya,Rural,Rainwater,Pre-Monsoon,5.66,5.56,404.4,7.28,0.5,78.1,181.8,8.82,0.455,7.6,75.4,29.0,10.48,2.189,100,60,0,0,0,0,0
2023-10-08,Assam,Rural,Hand Pump,Monsoon,6.94,5.72,421.6,6.76,4.91,477.0,1367.4,13.27,0.202,62.6,119.1,25.0,18.98,1.659,2000,60,1,1,1,1,1
2023-06-09,Meghalaya,Rural,Hand Pump,Pre-Monsoon,7.01,2.82,546.1,6.33,1.22,38.0,88.3,10.63,0.577,1.0,59.3,30.3,12.31,0.331,200,80,0,0,0,0,0
2023-01-23,Mizoram,Rural,Hand Pump,Monsoon,6.0,3.15,301.0,8.78,7.57,8.7,24.6,28.84,1.038,21.0,68.2,25.3,9.45,0.403,2000,80,0,0,0,0,0
2023-09-29,Tripura,Rural,Spring,Pre-Monsoon,4.98,1.87,396.4,8.25,0.5,38.3,73.3,20.48,1.023,65.4,41.3,26.5,0.35,1.259,100,40,0,0,0,0,0
2023-10-17,Tripura,Rural,Spring,Monsoon,5.62,22.38,227.2,6.95,1.16,75.3,181.5,56.16,0.332,64.4,146.5,23.2,11.31,1.486,1000,40,1,1,0,1,1
2024-07-02,Sikkim,Rural,Rainwater,Pre-Monsoon,6.39,14.12,529.9,5.65,3.42,3.2,5.5,5.04,0.04,49.4,104.0,22.2,8.02,0.513,500,20,0,0,0,0,0
2023-07-11,Meghalaya,Rural,Well,Monsoon,6.68,4.63,231.4,6.77,4.13,175.3,421.3,6.86,0.615,49.7,41.1,23.2,1.69,2.76,200,60,1,1,1,1,1
2023-02-04,Nagaland,Rural,Hand Pump,Monsoon,6.64,20.12,382.0,5.79,0.5,7.4,18.9,9.25,1.136,50.5,116.3,24.5,20.37,1.09,50,100,0,0,0,0,0
2024-05-13,Meghalaya,Rural,River,Post-Monsoon,5.7,32.13,365.7,6.78,1.75,30.5,70.4,7.0,0.415,1.0,66.7,31.2,12.43,0.551,100,60,0,0,0,0,0
2024-05-21,Meghalaya,Rural,Rainwater,Pre-Monsoon,5.35,14.14,437.4,3.93,0.79,31.2,59.0,15.75,0.497,1.0,139.7,28.2,0.37,0.018,200,20,0,0,0,0,0
2024-03-25,Manipur,Rural,Spring,Monsoon,5.82,10.72,405.7,6.89,0.81,28.2,65.1,29.0,0.294,25.7,65.6,28.1,15.64,0.239,2000,80,0,0,0,0,0
2023-06-25,Arunachal Pradesh,Rural,Pond,Pre-Monsoon,8.36,13.42,677.7,4.6,2.39,15.6,45.8,21.65,1.244,1.0,10.0,23.1,12.93,0.454,200,20,0,0,0,0,0
2023-09-30,Tripura,Rural,Hand Pump,Monsoon,6.03,1.64,513.8,3.34,0.56,66.9,158.1,23.61,0.031,30.9,174.4,25.5,0.08,3.562,200,40,0,0,0,1,1
2024-05-27,Manipur,Rural,River,Monsoon,6.56,10.2,491.0,2.08,1.64,96.1,287.3,10.46,1.181,27.7,204.9,24.1,10.98,0.172,500,20,1,1,1,1,1
2024-12-02,Assam,Rural,Spring,Monsoon,7.21,7.58,159.1,4.98,9.09,29.1,75.7,64.12,1.651,1.0,19.7,25.6,34.33,0.556,50,40,0,0,0,0,0
2023-02-25,Assam,Rural,Pond,Monsoon,7.27,11.81,501.8,1.71,1.4,48.2,142.4,23.34,0.088,86.7,64.6,27.2,17.64,1.452,500,80,1,0,0,0,1
2023-12-02,Tripura,Rural,River,Pre-Monsoon,6.48,7.78,140.8,7.84,3.32,23.5,67.7,5.67,0.105,16.9,72.9,24.0,12.68,1.372,100,60,0,0,0,0,0
2023-09-11,Assam,Rural,Well,Post-Monsoon,7.25,0.5,434.4,8.28,1.78,45.8,110.4,82.38,0.375,16.7,23.1,28.1,3.03,0.113,100,20,0,0,0,0,0
2023-02-23,Assam,Rural,Hand Pump,Winter,5.57,0.24,497.6,4.84,9.72,49.0,89.6,6.59,0.395,20.4,84.7,17.3,2.93,0.526,100,60,0,0,0,0,0
2023-12-14,Tripura,Rural,River,Monsoon,6.06,32.39,813.8,2.98,3.2,28.2,54.9,24.26,2.819,87.9,114.3,28.2,2.06,0.01,5000,20,1,0,1,1,1
2023-11-01,Assam,Rural,Stream,Winter,7.13,3.44,730.3,7.28,0.5,26.7,57.6,17.27,0.443,21.1,148.1,19.1,4.1,0.161,500,40,0,0,0,0,0
2024-10-12,Assam,Rural,River,Monsoon,7.4,6.7,338.7,3.39,4.8,26.5,75.8,15.06,0.524,47.9,67.3,25.7,1.12,0.326,2000,40,0,0,0,0,0
2024-01-06,Tripura,Rural,River,Pre-Monsoon,8.15,7.28,385.4,5.72,2.65,10.9,25.7,6.14,1.433,1.0,169.9,25.2,3.93,0.446,100,60,0,0,0,0,0
2023-12-26,Nagaland,Rural,Pond,Monsoon,7.76,23.12,310.3,5.98,4.18,202.7,478.3,14.91,0.088,27.0,82.9,25.5,0.04,0.809,50,60,1,1,1,1,1
2024-07-23,Arunachal Pradesh,Rural,Hand Pump,Pre-Monsoon,7.39,7.44,436.3,3.39,1.75,58.1,125.2,5.16,0.375,1.0,29.0,31.0,18.1,1.276,200,20,0,1,0,0,1
2023-03-21,Nagaland,Rural,Stream,Pre-Monsoon,7.13,7.77,58.6,6.56,10.9,8.9,16.1,6.53,0.01,26.1,105.7,24.5,7.78,0.614,100,40,0,0,0,0,0
2023-03-02,Meghalaya,Rural,River,Post-Monsoon,6.7,11.59,237.3,8.07,1.47,27.9,59.3,17.72,0.737,32.0,113.8,27.2,2.0,0.304,100,40,0,0,0,0,0
2024-11-17,Arunachal Pradesh,Rural,River,Pre-Monsoon,5.95,21.64,227.4,5.47,3.43,3.5,6.3,16.68,1.281,94.6,40.0,34.4,12.18,0.334,50,80,0,0,0,1,1
2023-08-08,Mizoram,Rural,Pond,Winter,7.88,10.45,355.3,4.36,3.2,128.9,298.9,19.69,0.9,65.0,60.2,12.0,15.75,3.051,50,60,0,1,0,0,1
2024-08-29,Assam,Rural,Hand Pump,Post-Monsoon,4.66,10.44,299.8,3.64,3.09,25.3,39.3,9.88,0.141,11.2,53.4,22.6,2.03,0.325,100,20,0,0,0,0,0
2024-01-27,Assam,Urban,River,Winter,7.89,5.63,483.5,3.65,20.0,136.5,246.3,6.55,0.427,61.7,73.0,14.5,2.77,1.065,200,40,0,0,1,0,1
2024-02-06,Manipur,Rural,Hand Pump,Pre-Monsoon,6.42,0.85,434.0,3.79,7.49,10.1,21.0,34.47,0.677,45.0,113.8,26.5,3.5,3.031,100,20,0,1,0,0,1
2023-07-03,Tripura,Rural,Rainwater,Monsoon,6.4,1.85,244.2,7.68,5.4,20.8,53.0,52.67,0.045,35.8,95.7,24.6,0.65,0.622,50,60,0,0,0,0,0
2024-02-25,Mizoram,Rural,Well,Pre-Monsoon,8.42,4.2,277.1,6.63,0.5,33.7,79.5,12.88,0.15,50.7,67.3,27.0,6.96,0.601,1000,40,0,0,0,0,0
2023-08-23,Manipur,Rural,Stream,Pre-Monsoon,5.67,22.48,262.7,6.98,0.5,10.7,28.2,28.78,0.283,1.0,32.2,28.3,6.5,0.25,100,60,0,0,0,0,0
2023-07-03,Nagaland,Rural,Well,Pre-Monsoon,8.2,0.76,105.6,4.43,1.09,75.9,209.8,12.22,0.159,38.7,103.1,28.3,7.91,2.401,200,40,0,1,0,1,1
2023-04-27,Sikkim,Rural,Hand Pump,Pre-Monsoon,6.29,3.54,338.0,3.29,1.66,11.5,21.8,16.17,0.477,55.2,131.6,27.1,13.02,1.391,1000,20,0,0,0,0,0
2024-03-06,Tripura,Rural,River,Post-Monsoon,7.28,3.28,210.0,3.74,3.02,69.7,126.9,16.31,0.283,22.2,73.0,28.0,11.87,1.291,100,60,0,0,0,0,0
2024-10-11,Assam,Urban,Pond,Post-Monsoon,7.65,95.27,446.6,1.87,1.08,124.3,198.0,6.21,0.062,1.0,111.3,29.6,44.6,0.512,2000,40,1,1,1,1,1
2024-10-13,Mizoram,Urban,Pond,Pre-Monsoon,7.22,0.55,197.2,5.93,10.22,485.4,951.5,16.28,0.033,1.0,139.7,27.0,2.62,0.516,1000,60,1,1,1,1,1
2023-12-27,Assam,Rural,Spring,Pre-Monsoon,5.27,7.69,279.6,6.58,4.26,9.6,20.8,11.63,0.025,65.2,168.6,23.5,0.26,0.226,200,60,0,0,0,0,0
2023-09-10,Mizoram,Rural,Spring,Monsoon,6.2,34.97,450.1,8.58,0.5,184.3,338.3,13.3,1.597,1.1,103.9,24.5,10.48,0.668,500,20,1,1,1,1,1
2024-05-15,Sikkim,Rural,River,Pre-Monsoon,7.52,7.64,398.0,7.77,0.5,18.7,53.7,45.45,0.633,61.0,171.6,22.7,33.01,4.318,50,20,0,0,0,1,1
2024-01-03,Manipur,Rural,Well,Monsoon,4.82,34.46,466.6,6.91,15.4,106.9,295.2,5.75,0.178,16.9,149.9,23.6,5.02,0.945,100,20,1,1,1,1,1
2023-01-24,Nagaland,Urban,Stream,Pre-Monsoon,7.44,20.73,336.0,7.25,3.45,12.6,35.8,4.98,0.485,1.0,10.0,23.5,8.79,3.346,1000,40,0,0,0,1,1
2024-01-11,Tripura,Rural,Spring,Monsoon,5.12,11.89,334.7,5.06,5.21,14.8,29.4,12.26,0.735,47.0,106.7,21.5,2.16,3.04,100,20,1,0,0,0,1
2023-11-19,Meghalaya,Rural,River,Winter,6.27,1.56,592.8,5.63,9.44,6.6,12.7,10.1,0.285,24.6,43.7,18.2,3.78,0.071,100,40,0,0,0,0,0
2023-07-18,Meghalaya,Rural,River,Pre-Monsoon,6.16,15.39,50.0,8.95,4.32,73.4,207.5,19.68,0.01,44.7,118.2,24.2,0.47,0.724,200,60,0,0,0,1,1
2024-07-15,Nagaland,Urban,Rainwater,Monsoon,5.01,2.51,507.4,5.85,6.06,211.4,543.5,35.86,0.144,14.0,55.9,24.2,18.77,0.047,100,60,1,1,1,1,1
2024-09-05,Manipur,Rural,Spring,Monsoon,5.89,7.0,445.6,7.62,2.55,79.2,160.1,8.17,0.01,5.2,17.0,20.8,0.15,1.03,1000,20,0,1,0,1,1
2023-11-01,Manipur,Rural,Well,Post-Monsoon,7.23,1.6,752.9,2.78,1.62,46.7,86.3,13.89,1.048,1.0,129.4,27.0,4.98,1.945,200,60,0,0,0,0,0
2023-10-30,Assam,Rural,Well,Pre-Monsoon,6.84,2.96,319.6,10.36,1.73,44.2,83.5,9.39,0.163,69.8,67.8,27.9,5.79,1.043,100,40,0,0,0,0,0
2023-04-29,Tripura,Rural,Rainwater,Post-Monsoon,6.58,0.52,428.5,7.52,0.5,2.3,4.3,26.84,0.075,88.8,72.4,26.2,2.95,1.586,50,20,0,0,0,0,0
2023-02-15,Mizoram,Urban,Rainwater,Post-Monsoon,6.77,6.22,258.8,6.51,11.23,8.4,16.1,31.13,0.14,38.4,46.3,27.1,12.12,0.53,500,60,0,0,0,0,0
2024-12-19,Tripura,Rural,Spring,Monsoon,5.35,14.16,299.6,10.45,1.01,221.7,540.7,8.5,0.025,3.6,88.4,27.0,33.67,0.419,50,40,1,1,1,1,1
2023-10-11,Tripura,Rural,Rainwater,Monsoon,5.65,5.19,219.8,6.19,5.15,217.9,476.4,22.59,0.291,1.0,154.2,21.9,4.34,2.465,100,100,1,1,1,1,1
2024-02-23,Mizoram,Urban,Stream,Monsoon,6.03,45.03,372.7,6.25,3.04,71.3,126.4,3.81,0.176,29.7,58.1,29.4,12.83,0.37,2000,60,0,0,0,1,1
